canonical_common_name,scientific_name,family_sci,family_common,order,regions,alpha_4,aliases,is_model_species
Red-capped Plover,Anarhynchus ruficapillus,Charadriidae,Plover sp.,Charadriiformes,AU,,,0
Red-capped Robin,Petroica goodenovii,Petroicidae,Australasian Robins,Passeriformes,AU,,,0
Red-capped Robin-Chat,Cossypha natalensis,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Red-cheeked Cordon-bleu,Uraeginthus bengalus,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-cheeked Parrot,Geoffroyus geoffroyi,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-cheeked Wattle-eye,Platysteira blissetti,Platysteiridae,"Wattle-eyes, Batises",Passeriformes,AF,,,0
Red-chested Buttonquail,Turnix pyrrhothorax,Turnicidae,Buttonquail,Charadriiformes,AU,,,0
Red-chested Cuckoo,Cuculus solitarius,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,AF,,,0
Red-chested Flowerpecker,Dicaeum maugei,Dicaeidae,Flowerpeckers,Passeriformes,AU,,,0
Red-chested Flufftail,Sarothrura rufa,Sarothruridae,Flufftails & Forest Rails,Gruiformes,AF,,,0
Red-chested Owlet,Glaucidium tephronotum,Strigidae,Owl sp.,Strigiformes,AF,,,0
Red-chested Sunbird,Cinnyris erythrocercus,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Red-chested Swallow,Hirundo lucida,Hirundinidae,Swallow sp.,Passeriformes,AF,,,0
Red-chinned Lorikeet,Vini rubrigularis,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-cockaded Woodpecker,Leuconotopicus borealis,Picidae,Woodpecker sp.,Piciformes,NA,RCWO,,0
Red-collared Babbler,Turdoides rufocinctus,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,AF,,,0
Red-collared Lorikeet,Trichoglossus rubritorquis,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-collared Myzomela,Myzomela rosenbergii,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Red-collared Widowbird,Euplectes ardens,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-collared Woodpecker,Picus rabieri,Picidae,Woodpecker sp.,Piciformes,OR,,,0
Red-cowled Cardinal,Paroaria dominicana,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Red-cowled Widowbird,Euplectes laticauda,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-crested Cardinal,Paroaria coronata,Thraupidae,Tanagers & Allies,Passeriformes,SA,RCCA,,0
Red-crested Cotinga,Ampelion rubrocristatus,Cotingidae,Cotingas,Passeriformes,SA,,,0
Red-crested Korhaan,Lophotis ruficrista,Otididae,Bustards,Otidiformes,AF,,,0
Red-crested Pochard,Netta rufina,Anatidae,Waterfowl sp.,Anseriformes,PAL,,,0
Red-crested Turaco,Tauraco erythrolophus,Musophagidae,Turacos,Musophagiformes,AF,,,0
Red-crowned Amazon,Amazona viridigenalis,Psittacidae,Parrot sp.,Psittaciformes,MA,RCAM,,0
Red-crowned Ant Tanager,Habia rubica,Cardinalidae,Cardinal/Grosbeak/Bunting sp.,Passeriformes,"MA,SA",RCAT,,0
Red-crowned Barbet,Psilopogon rafflesii,Megalaimidae,Asian Barbets,Piciformes,OR,,,0
Red-crowned Crane,Grus japonensis,Gruidae,Crane sp.,Gruiformes,PAL,,,0
Red-crowned Malimbe,Malimbus coronatus,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-crowned Parakeet,Cyanoramphus novaezelandiae,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-crowned Woodpecker,Melanerpes rubricapillus,Picidae,Woodpecker sp.,Piciformes,"MA,SA",RCRW,,0
Red-eared Firetail,Stagonopleura oculata,Estrildidae,Scaly-breasted Munia,Passeriformes,AU,,,0
Red-eared Fruit Dove,Ptilinopus fischeri,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Red-eared Parrotfinch,Erythrura coloria,Estrildidae,Scaly-breasted Munia,Passeriformes,OR,,,0
Red-eyed Dove,Streptopelia semitorquata,Columbidae,Pigeon/Dove sp.,Columbiformes,"AF,PAL",,,0
Red-eyed Puffback,Dryoscopus senegalensis,Malaconotidae,Bushshrikes,Passeriformes,AF,,,0
Red-eyed Scimitar Babbler,Erythrogenys imberbis,Timaliidae,"Babblers, Scimitar Babblers",Passeriformes,OR,,,0
Red-eyed Vireo,Vireo olivaceus,Vireonidae,Vireo sp.,Passeriformes,NA,REVI,,1
Red-faced Barbet,Lybius rubrifacies,Lybiidae,African Barbets,Piciformes,AF,,,0
Red-faced Cisticola,Cisticola erythrops,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Red-faced Cormorant,Urile urile,Phalacrocoracidae,Cormorant sp.,Suliformes,PO,RFCO,,0
Red-faced Crimsonwing,Cryptospiza reichenovii,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-faced Crombec,Sylvietta whytii,Macrosphenidae,"Crombecs, African Warblers",Passeriformes,AF,,,0
Red-faced Guan,Penelope dabbenei,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
Red-faced Liocichla,Liocichla phoenicea,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Red-faced Malkoha,Phaenicophaeus pyrrhocephalus,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,OR,,,0
Red-faced Mousebird,Urocolius indicus,Coliidae,Mousebirds,Coliiformes,AF,,,0
Red-faced Parrot,Hapalopsittaca pyrrhops,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Red-faced Spinetail,Cranioleuca erythrops,Furnariidae,Ovenbirds,Passeriformes,"MA,SA",RFSP,,0
Red-faced Warbler,Cardellina rubrifrons,Parulidae,Warbler sp.,Passeriformes,"NA,MA",RFWA,,0
Red-faced Woodland Warbler,Phylloscopus laetus,Phylloscopidae,Leaf Warblers,Passeriformes,AF,,,0
Red-fan Parrot,Deroptyus accipitrinus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Red-flanked Bluetail,Tarsiger cyanurus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,RFBL,,0
Red-flanked Lorikeet,Hypocharmosyna placentis,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-footed Booby,Sula sula,Sulidae,Gannet/Booby sp.,Suliformes,TrO,RFBO,,0
Red-footed Falcon,Falco vespertinus,Falconidae,Falcon/Caracara sp.,Falconiformes,PAL,RFFA,,0
Red-fronted Antpecker,Parmoptila rubrifrons,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-fronted Barbet,Tricholaema diademata,Lybiidae,African Barbets,Piciformes,AF,,,0
Red-fronted Coot,Fulica rufifrons,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Red-fronted Coua,Coua reynaudii,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,AF,,,0
Red-fronted Lorikeet,Hypocharmosyna rubronotata,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-fronted Macaw,Ara rubrogenys,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Red-fronted Parrot,Poicephalus gulielmi,Psittacidae,Parrot sp.,Psittaciformes,AF,,,0
Red-fronted Parrotlet,Touit costaricensis,Psittacidae,Parrot sp.,Psittaciformes,MA,RFPA,,0
Red-fronted Prinia,Prinia rufifrons,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Red-fronted Rosefinch,Carpodacus puniceus,Fringillidae,Finch sp.,Passeriformes,"PAL,OR",,,0
Red-fronted Serin,Serinus pusillus,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Red-gartered Coot,Fulica armillata,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Red-headed Barbet,Eubucco bourcierii,Capitonidae,New World Barbets,Piciformes,"MA,SA",RHBA,,0
Red-headed Bluebill,Spermophaga ruficapilla,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-headed Bullfinch,Pyrrhula erythrocephala,Fringillidae,Finch sp.,Passeriformes,OR,,,0
Red-headed Bunting,Emberiza bruniceps,Emberizidae,Buntings,Passeriformes,PAL,,,0
Red-headed Finch,Amadina erythrocephala,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-headed Flameback,Chrysocolaptes erythrocephalus,Picidae,Woodpecker sp.,Piciformes,OR,,,0
Red-headed Lovebird,Agapornis pullarius,Psittaculidae,Old World Parrots,Psittaciformes,AF,,,0
Red-headed Malimbe,Malimbus rubricollis,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-headed Manakin,Ceratopipra rubrocapilla,Pipridae,Manakins,Passeriformes,SA,,,0
Red-headed Myzomela,Myzomela erythrocephala,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Red-headed Parrotfinch,Erythrura cyaneovirens,Estrildidae,Scaly-breasted Munia,Passeriformes,PO,,,0
Red-headed Quelea,Quelea erythrops,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-headed Tanager,Piranga erythrocephala,Cardinalidae,Cardinal/Grosbeak/Bunting sp.,Passeriformes,MA,RHTA,,0
Red-headed Trogon,Harpactes erythrocephalus,Trogonidae,Trogons,Trogoniformes,OR,,,0
Red-headed Vulture,Sarcogyps calvus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,OR,,,0
Red-headed Weaver,Anaplectes rubriceps,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-headed Woodpecker,Melanerpes erythrocephalus,Picidae,Woodpecker sp.,Piciformes,NA,RHWO,,1
Red-hooded Tanager,Piranga rubriceps,Cardinalidae,Cardinal/Grosbeak/Bunting sp.,Passeriformes,SA,,,0
Red-keeled Flowerpecker,Dicaeum australe,Dicaeidae,Flowerpeckers,Passeriformes,OR,,,0
Red-kneed Dotterel,Erythrogonys cinctus,Charadriidae,Plover sp.,Charadriiformes,AU,,,0
Red-knobbed Coot,Fulica cristata,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,"PAL,AF",,,0
Red-knobbed Imperial Pigeon,Ducula rubricera,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Red-legged Cormorant,Poikilocarbo gaimardi,Phalacrocoracidae,Cormorant sp.,Suliformes,SA,,,0
Red-legged Crake,Rallina fasciata,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,OR,,,0
Red-legged Honeycreeper,Cyanerpes cyaneus,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",RLHO,,0
Red-legged Kittiwake,Rissa brevirostris,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,NA,RLKI,,0
Red-legged Partridge,Alectoris rufa,Phasianidae,Grouse/Pheasant sp.,Galliformes,PAL,,,0
Red-legged Seriema,Cariama cristata,Cariamidae,Seriemas,Cariamiformes,SA,,,0
Red-legged Thrush,Turdus plumbeus,Turdidae,Thrush sp.,Passeriformes,NA,RLTH,,0
Red-legged Tinamou,Crypturellus erythropus,Tinamidae,Tinamous,Tinamiformes,SA,,,0
Red-lored Amazon,Amazona autumnalis,Psittacidae,Parrot sp.,Psittaciformes,"MA,SA",RLAM,,0
Red-lored Whistler,Pachycephala rufogularis,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Red-mantled Rosefinch,Carpodacus rhodochlamys,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Red-masked Parakeet,Psittacara erythrogenys,Psittacidae,Parrot sp.,Psittaciformes,SA,RMPA,,0
Red-moustached Fruit Dove,Ptilinopus mercierii †,Columbidae,Pigeon/Dove sp.,Columbiformes,PO,,,0
Red-naped Bushshrike,Laniarius ruficeps,Malaconotidae,Bushshrikes,Passeriformes,AF,,,0
Red-naped Fruit Dove,Ptilinopus dohertyi,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Red-naped Ibis,Pseudibis papillosa,Threskiornithidae,Ibis/Spoonbill sp.,Pelecaniformes,OR,,,0
Red-naped Sapsucker,Sphyrapicus nuchalis,Picidae,Woodpecker sp.,Piciformes,NA,RNSA,,1
Red-naped Trogon,Harpactes kasumba,Trogonidae,Trogons,Trogoniformes,OR,,,0
Red-necked Amazon,Amazona arausiaca,Psittacidae,Parrot sp.,Psittaciformes,NA,RNAM,,0
Red-necked Aracari,Pteroglossus bitorquatus,Ramphastidae,Toucans,Piciformes,SA,,,0
Red-necked Avocet,Recurvirostra novaehollandiae,Recurvirostridae,Stilt/Avocet sp.,Charadriiformes,AU,,,0
Red-necked Buzzard,Buteo auguralis,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Red-necked Crake,Rallina tricolor,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,AU,,,0
Red-necked Falcon,Falco chicquera,Falconidae,Falcon/Caracara sp.,Falconiformes,"AF,OR",,,0
Red-necked Grebe,Podiceps grisegena,Podicipedidae,Grebe sp.,Podicipediformes,"NA,PAL",RNGR,,1
Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae,Nightjar sp.,Caprimulgiformes,"PAL,AF",,,0
Red-necked Phalarope,Phalaropus lobatus,Scolopacidae,Sandpiper sp.,Charadriiformes,"NA,PAL",RNPH,,1
Red-necked Spurfowl,Pternistis afer,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,,,0
Red-necked Stint,Calidris ruficollis,Scolopacidae,Sandpiper sp.,Charadriiformes,PAL,RNST,,0
Red-necked Tanager,Tangara cyanocephala,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Red-necked Woodpecker,Campephilus rubricollis,Picidae,Woodpecker sp.,Piciformes,SA,,,0
Red-pate Cisticola,Cisticola ruficeps,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Red-ruffed Fruitcrow,Pyroderus scutatus,Cotingidae,Cotingas,Passeriformes,SA,,,0
Red-rumped Bush Tyrant,Cnemarchus erythropygius,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Red-rumped Cacique,Cacicus haemorrhous,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Red-rumped Parrot,Psephotus haematonotus,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-rumped Tinkerbird,Pogoniulus atroflavus,Lybiidae,African Barbets,Piciformes,AF,,,0
Red-rumped Wheatear,Oenanthe moesta,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,"PAL,AF",,,0
Red-rumped Woodpecker,Veniliornis kirkii,Picidae,Woodpecker sp.,Piciformes,"MA,SA",RRWO,,0
Red-shouldered Blackbird,Agelaius assimilis,Icteridae,Blackbird/Oriole sp.,Passeriformes,NA,RSBL,,0
Red-shouldered Cuckooshrike,Campephaga phoenicea,Campephagidae,Cuckooshrikes,Passeriformes,AF,,,0
Red-shouldered Hawk,Buteo lineatus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"NA,MA",RSHA,,1
Red-shouldered Macaw,Diopsittaca nobilis,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Red-shouldered Spinetail,Synallaxis hellmayri,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Red-shouldered Tanager,Tachyphonus phoenicius,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Red-shouldered Vanga,Calicalicus rufocarpalis,Vangidae,Vangas & Allies,Passeriformes,AF,,,0
Red-spectacled Amazon,Amazona pretrei,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Red-stained Woodpecker,Veniliornis affinis,Picidae,Woodpecker sp.,Piciformes,SA,,,0
Red-tailed Amazon,Amazona brasiliensis,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Red-tailed Ant Thrush,Neocossyphus rufus,Turdidae,Thrush sp.,Passeriformes,AF,,,0
Red-tailed Black Cockatoo,Calyptorhynchus banksii,Cacatuidae,Cockatoos,Psittaciformes,AU,,,0
Red-tailed Bristlebill,Bleda syndactylus,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Red-tailed Comet,Sappho sparganurus,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Red-tailed Greenbul,Criniger calurus,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Red-tailed Hawk,Buteo jamaicensis,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"NA,MA",RTHA,,1
Red-tailed Laughingthrush,Trochalopteron milnei,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Red-tailed Minla,Minla ignotincta,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Red-tailed Newtonia,Newtonia fanovanae,Vangidae,Vangas & Allies,Passeriformes,AF,,,0
Red-tailed Shrike,Lanius phoenicuroides,Laniidae,Shrike sp.,Passeriformes,PAL,,,0
Red-tailed Tropicbird,Phaethon rubricauda,Phaethontidae,Tropicbirds,Phaethontiformes,"TrO,IO,PO",RTTR,,0
Red-tailed Vanga,Calicalicus madagascariensis,Vangidae,Vangas & Allies,Passeriformes,AF,,,0
Red-tailed Wheatear,Oenanthe chrysopygia,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,,,0
Red-thighed Sparrowhawk,Tachyspiza erythropus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Red-throated Alethe,Chamaetylas poliophrys,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Red-throated Ant Tanager,Driophlox fuscicauda,Cardinalidae,Cardinal/Grosbeak/Bunting sp.,Passeriformes,"MA,SA",RTAT,,0
Red-throated Barbet,Psilopogon mystacophanos,Megalaimidae,Asian Barbets,Piciformes,OR,,,0
Red-throated Bee-eater,Merops bulocki,Meropidae,Bee-eaters,Coraciiformes,AF,,,0
Red-throated Caracara,Ibycter americanus,Falconidae,Falcon/Caracara sp.,Falconiformes,"MA,SA",RTCA,,0
Red-throated Cliff Swallow,Petrochelidon rufigula,Hirundinidae,Swallow sp.,Passeriformes,AF,,,0
Red-throated Loon,Gavia stellata,Gaviidae,Loon sp.,Gaviiformes,"NA,PAL",RTLO,,1
Red-throated Lorikeet,Vini amabilis,Psittaculidae,Old World Parrots,Psittaciformes,PO,,,0
Red-throated Parrotfinch,Erythrura psittacea,Estrildidae,Scaly-breasted Munia,Passeriformes,AU,,,0
Red-throated Piping Guan,Pipile cujubi,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
Red-throated Pipit,Anthus cervinus,Motacillidae,Pipit/Wagtail sp.,Passeriformes,"PAL,NA",RTPI,,0
Red-throated Rock Martin,Ptyonoprogne rufigula,Hirundinidae,Swallow sp.,Passeriformes,AF,,,0
Red-throated Sunbird,Anthreptes rhodolaemus,Nectariniidae,Sunbirds,Passeriformes,OR,,,0
Red-throated Thrush,Turdus ruficollis,Turdidae,Thrush sp.,Passeriformes,PAL,,,0
Red-throated Tit,Melaniparus fringillinus,Paridae,Titmouse/Chickadee sp.,Passeriformes,AF,,,0
Red-throated Twinspot,Hypargos niveoguttatus,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-throated Wryneck,Jynx ruficollis,Picidae,Woodpecker sp.,Piciformes,AF,,,0
Red-tinged Myzomela,Myzomela rubrotincta,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Red-vented Barbet,Psilopogon lagrandieri,Megalaimidae,Asian Barbets,Piciformes,OR,,,0
Red-vented Bulbul,Pycnonotus cafer,Pycnonotidae,Bulbuls,Passeriformes,OR,RVBU,,0
Red-vented Cockatoo,Cacatua haematuropygia,Cacatuidae,Cockatoos,Psittaciformes,OR,,,0
Red-vented Malimbe,Malimbus scutatus,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Red-vested Myzomela,Myzomela malaitae,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Red-wattled Lapwing,Vanellus indicus,Charadriidae,Plover sp.,Charadriiformes,OR,,,0
Red-whiskered Bulbul,Pycnonotus jocosus,Pycnonotidae,Bulbuls,Passeriformes,OR,RWBU,,0
Red-winged Blackbird,Agelaius phoeniceus,Icteridae,Blackbird/Oriole sp.,Passeriformes,"NA,MA",RWBL,,1
Red-winged Fairywren,Malurus elegans,Maluridae,Australasian Wrens,Passeriformes,AU,,,0
Red-winged Francolin,Scleroptila levaillantii,Phasianidae,Grouse/Pheasant sp.,Galliformes,AF,,,0
Red-winged Grey Warbler,Drymocichla incana,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Red-winged Lark,Corypha hypermetra,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Red-winged Laughingthrush,Trochalopteron formosum,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Red-winged Parrot,Aprosmictus erythropterus,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Red-winged Prinia,Prinia erythroptera,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Red-winged Pytilia,Pytilia phoenicoptera,Estrildidae,Scaly-breasted Munia,Passeriformes,AF,,,0
Red-winged Starling,Onychognathus morio,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Red-winged Tinamou,Rhynchotus rufescens,Tinamidae,Tinamous,Tinamiformes,SA,,,0
Red-winged Wood Rail,Aramides calopterus,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Reddish Egret,Egretta rufescens,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,"NA,MA",REEG,,1
Reddish Hermit,Phaethornis ruber,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Reddish Myzomela,Myzomela erythrina,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Reddish Scops Owl,Otus rufescens,Strigidae,Owl sp.,Strigiformes,OR,,,0
Reddish-winged Bare-eye,Phlegopsis erythroptera,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Redhead,Aythya americana,Anatidae,Waterfowl sp.,Anseriformes,NA,REDH,,1
Redthroat,Pyrrholaemus brunneus,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Redwing,Turdus iliacus,Turdidae,Thrush sp.,Passeriformes,PAL,REDW,,0
Reed Cormorant,Microcarbo africanus,Phalacrocoracidae,Cormorant sp.,Suliformes,AF,,,0
Reed Parrotbill,Paradoxornis heudei,Paradoxornithidae,Wrentit,Passeriformes,PAL,,,0
Reeves's Pheasant,Syrmaticus reevesii,Phasianidae,Grouse/Pheasant sp.,Galliformes,PAL,,,0
Regal Sunbird,Cinnyris regius,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Regent Bowerbird,Sericulus chrysocephalus,Ptilonorhynchidae,Bowerbirds,Passeriformes,AU,,,0
Regent Honeyeater,Anthochaera phrygia,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Regent Parrot,Polytelis anthopeplus,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Regent Whistler,Pachycephala schlegelii,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Reichard's Seedeater,Crithagra reichardi,Fringillidae,Finch sp.,Passeriformes,AF,,,0
Reichenbach's Sunbird,Anabathmis reichenbachii,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Reichenow's Seedeater,Crithagra reichenowi,Fringillidae,Finch sp.,Passeriformes,AF,,,0
Reischek's Parakeet,Cyanoramphus hochstetteri,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Reiser's Tyrannulet,Phyllomyias reiseri,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Relict Gull,Ichthyaetus relictus,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,PAL,,,0
Rennell Fantail,Rhipidura rennelliana,Rhipiduridae,Fantails,Passeriformes,AU,,,0
Rennell Gerygone,Gerygone citrina,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Rennell Shrikebill,Clytorhynchus hamlini,Monarchidae,Monarchs,Passeriformes,AU,,,0
Rennell Starling,Aplonis insularis,Sturnidae,Starling/Myna sp.,Passeriformes,AU,,,0
Rennell Whistler,Pachycephala feminina,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Rennell White-eye,Zosterops rennellianus,Zosteropidae,White-eyes,Passeriformes,AU,,,0
Resplendent Quetzal,Pharomachrus mocinno,Trogonidae,Trogons,Trogoniformes,MA,REQU,,0
Restinga Tyrannulet,Phylloscartes kronei,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Restless Flycatcher,Myiagra inquieta,Monarchidae,Monarchs,Passeriformes,AU,,,0
Retz's Helmetshrike,Prionops retzii,Vangidae,Vangas & Allies,Passeriformes,AF,,,0
Reunion Bulbul,Hypsipetes borbonicus,Pycnonotidae,Bulbuls,Passeriformes,IO,,,0
Reunion Cuckooshrike,Lalage newtoni,Campephagidae,Cuckooshrikes,Passeriformes,IO,,,0
Reunion Grey White-eye,Zosterops borbonicus,Zosteropidae,White-eyes,Passeriformes,IO,,,0
Reunion Harrier,Circus maillardi,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Reunion Ibis,Threskiornis solitarius ††,Threskiornithidae,Ibis/Spoonbill sp.,Pelecaniformes,IO,,,0
Reunion Kestrel,Falco duboisi ††,Falconidae,Falcon/Caracara sp.,Falconiformes,IO,,,0
Reunion Night Heron,Nycticorax duboisi ††,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,IO,,,0
Reunion Olive White-eye,Zosterops olivaceus,Zosteropidae,White-eyes,Passeriformes,IO,,,0
Reunion Rail,Dryolimnas augusti ††,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,IO,,,0
Reunion Scops Owl,Otus grucheti ††,Strigidae,Owl sp.,Strigiformes,IO,,,0
Reunion Sheldgoose,Alopochen kervazoi ††,Anatidae,Waterfowl sp.,Anseriformes,IO,,,0
Reunion Stonechat,Saxicola tectes,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,IO,,,0
Rhinoceros Auklet,Cerorhinca monocerata,Alcidae,Auk/Murre/Puffin sp.,Charadriiformes,"PAL,NA",RHAU,,1
Rhinoceros Hornbill,Buceros rhinoceros,Bucerotidae,Hornbills,Bucerotiformes,OR,,,0
Ribbon-tailed Astrapia,Astrapia mayeri,Paradisaeidae,Birds-of-paradise,Passeriformes,AU,,,0
Richard's Pipit,Anthus richardi,Motacillidae,Pipit/Wagtail sp.,Passeriformes,PAL,,,0
Ridgetop Swiftlet,Collocalia isonota,Apodidae,Swift sp.,Apodiformes,OR,,,0
Ridgway's Hawk,Buteo ridgwayi,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,NA,RIHA,,0
